# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-O" "-T" "12" "-g" "gene_id" "--ignoreDup" "-a" "/grid/li/data/Leo/RNA-seq/reference_genome/mm10.ncbiRefSeq.gtf" "-o" "AllSamples_featureCounts_output.txt" "CeACtrlAligned.sortedByCoord.rmdup.bam" "CeAMorAligned.sortedByCoord.rmdup.bam" "NAcCtrlAligned.sortedByCoord.rmdup.bam" "NAcMorAligned.sortedByCoord.rmdup.bam" "dStrCtrlAligned.sortedByCoord.rmdup.bam" "dStrMorAligned.sortedByCoord.rmdup.bam" 
Geneid	CeACtrlAligned.sortedByCoord.rmdup.bam	CeAMorAligned.sortedByCoord.rmdup.bam	NAcCtrlAligned.sortedByCoord.rmdup.bam	NAcMorAligned.sortedByCoord.rmdup.bam	dStrCtrlAligned.sortedByCoord.rmdup.bam	dStrMorAligned.sortedByCoord.rmdup.bam
Vmn1r52	0	0	0	0	0	0
V1ra8	0	0	0	0	0	0
Vmn1r53	0	0	0	0	0	0
Vmn1r54	0	0	0	0	0	0
BC048671	0	0	0	0	0	0
Chst13	0	0	0	0	0	0
Uroc1	0	0	0	0	0	0
Zxdc	60	59	65	49	52	62
Cfap100	1	3	6	3	3	2
Klf15	16	14	28	16	7	17
Aldh1l1	5	11	13	9	7	18
LOC102631993	0	0	0	1	0	1
LOC108167323	0	0	0	0	1	1
Slc41a3	2	2	0	5	0	2
Iqsec1	200	241	287	268	292	329
Gm38860	0	0	0	0	0	0
Nup210	29	58	61	51	55	46
Gm30364	0	1	0	0	1	0
Hdac11	83	85	97	99	81	64
Fbln2	4	3	4	5	2	12
Wnt7a	12	12	25	25	3	14
Gm30437	0	0	0	0	0	0
4930471M09Rik	1	0	2	1	1	0
1810044D09Rik	1	1	4	0	0	0
Chchd4	20	21	19	5	18	10
Tmem43	39	38	26	39	25	15
Xpc	24	22	27	28	16	17
Lsm3	7	16	14	11	13	11
Gm40387	0	0	0	0	0	0
Gm30628	0	0	0	0	0	0
Slc6a6	106	96	175	110	272	228
Grip2	12	18	29	17	19	9
Ccdc174	28	27	52	28	34	35
4930590J08Rik	8	2	10	5	8	3
Fgd5	2	5	7	6	6	3
Nr2c2	154	201	214	146	190	166
LOC108169155	20	30	33	18	42	33
Mrps25	75	100	121	72	100	95
Rbsn	59	83	90	73	57	60
Trh	1	3	10	11	13	5
Gm30688	0	0	0	0	0	0
Prickle2	310	435	290	257	226	205
Gm38862	11	25	28	20	30	18
Gm38861	26	34	21	18	22	10
Adamts9	22	14	25	18	10	16
A730049H05Rik	2	6	3	3	7	9
9530026P05Rik	0	3	1	0	0	1
Gm38863	3	3	3	1	1	2
LOC108169157	1	0	0	3	2	0
Magi1	148	150	178	144	135	111
Gm31721	0	1	1	1	3	3
4930511A08Rik	0	2	0	0	0	0
Gm31661	0	0	0	0	0	0
Slc25a26	9	14	14	22	24	16
Lrig1	13	18	36	24	26	20
Mir7041	0	0	0	1	0	0
4930511E03Rik	0	0	0	0	0	0
LOC102634268	0	0	0	0	2	1
Kbtbd8	36	34	34	25	33	26
AY512915	0	0	0	0	0	0
Suclg2	2	4	7	5	7	6
Gm32009	0	1	0	0	0	0
Gm38864	0	0	0	1	0	0
2900060L22Rik	2	4	1	1	2	0
Fam19a1	3	4	6	3	0	1
1700123L14Rik	0	0	0	0	0	0
Fam19a4	1	0	0	2	0	0
Eogt	24	40	45	40	36	35
Tmf1	101	84	112	91	109	104
Uba3	68	66	84	80	79	55
Arl6ip5	72	101	67	57	58	50
Lmod3	0	0	0	1	0	0
Gm32191	0	0	0	0	0	0
Frmd4b	18	15	20	16	40	42
Gm32380	0	0	2	2	4	9
LOC108169159	1	1	3	2	9	15
LOC108169158	1	0	3	0	12	10
Gm32247	0	2	1	4	12	8
Gm32481	0	0	0	0	0	0
Mitf	6	6	24	22	21	28
Gm32592	1	0	3	0	6	5
Gm765	1	0	0	0	0	1
Gm32535	0	0	1	0	2	0
Gm32646	0	0	0	0	0	0
Gm32705	0	0	0	0	0	0
Gm32783	0	0	0	0	0	1
4930595L18Rik	0	0	0	0	0	1
Foxp1	217	217	496	329	985	799
Gm19665	7	9	28	13	62	64
Gm38865	8	8	22	16	81	68
Gm32882	1	3	7	7	27	21
LOC108169204	2	14	6	4	8	14
Eif4e3	19	30	27	20	16	24
Gpr27	10	8	10	14	8	2
Prok2	4	1	5	8	0	1
Gm26748	0	1	0	0	0	0
Gm33143	0	0	0	0	0	0
Gm33201	0	0	0	0	0	0
Gm33243	0	0	0	0	0	0
Gm38866	0	0	0	0	0	0
Gm33297	0	0	0	0	0	0
LOC108169160	0	0	0	0	0	0
Gm33448	0	0	0	0	0	0
Gm33554	0	0	0	0	0	0
Gm38867	2	1	0	0	0	0
Rybp	48	51	54	37	40	30
Gm38868	0	0	0	0	0	0
Gm33741	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0
Shq1	7	7	5	9	4	6
Gxylt2	1	4	0	1	0	0
Ppp4r2	98	171	140	90	100	95
Pdzrn3	1	4	6	4	1	5
Gm26911	0	1	1	1	2	2
Gm33934	0	0	0	0	0	1
Gm34335	0	0	0	0	0	0
Gm9871	0	0	0	0	0	0
Cntn3	131	149	130	99	84	86
4930587E11Rik	5	6	4	9	4	6
Gm38870	6	2	12	5	7	5
Mir6373	0	0	0	0	0	0
Chl1	358	347	376	264	142	159
Cntn6	17	11	22	11	26	25
Gm38871	0	1	8	0	8	7
Gm40393	0	2	0	2	2	8
Gm19757	0	0	0	0	0	0
Gm15631	6	16	15	12	18	22
Cntn4	52	65	60	44	125	101
Il5ra	0	0	2	1	2	4
Trnt1	87	111	115	64	75	83
Crbn	142	160	184	116	150	143
Gm34873	0	0	0	0	0	0
Gm34933	0	0	0	0	0	0
Lrrn1	64	69	75	60	52	39
Gm35017	0	0	0	0	1	0
Setmar	5	12	11	8	11	5
Sumf1	19	38	43	27	21	21
Gm4604	0	4	2	4	7	2
Gm38872	0	1	1	0	0	0
Itpr1	373	436	750	475	1337	1165
Gm35165	1	2	6	2	21	14
Mir7661	0	0	0	1	2	1
0610040F04Rik	3	8	8	2	2	3
Bhlhe40	70	78	64	44	34	54
Gm35359	0	0	0	0	0	0
Arl8b	234	299	298	243	184	161
Gm35417	3	2	1	2	4	3
Edem1	21	29	39	24	27	28
LOC105242736	0	0	0	0	0	0
Gm35467	0	0	0	0	0	0
Gm20387	5	12	20	12	18	11
Grm7	151	176	232	197	268	222
1700054K19Rik	0	0	0	0	0	0
Lmcd1	0	1	0	0	4	0
5031434C07Rik	0	0	0	0	0	0
Ssu2	0	0	0	0	0	0
Gm38873	0	0	0	0	0	0
Gm40395	0	0	0	0	0	0
Gm35649	0	0	0	0	0	0
Cav3	1	0	0	0	0	0
Oxtr	32	28	10	4	2	1
Gm35706	0	0	0	0	0	0
Rad18	8	8	13	12	11	6
Gm35824	0	2	0	1	0	1
Gm26799	0	2	0	0	1	0
LOC108169181	46	56	81	57	55	43
Srgap3	287	361	465	320	286	253
Thumpd3	21	40	26	24	33	27
Gt(ROSA)26Sor	12	7	17	13	17	11
LOC108169182	1	0	2	4	3	3
Setd5	175	231	280	215	227	214
Lhfpl4	113	108	106	88	73	68
Mtmr14	9	6	10	5	4	14
Cpne9	0	4	7	0	6	4
Brpf1	33	39	42	39	35	37
Ogg1	4	4	5	9	5	9
Camk1	27	14	23	18	12	10
Tada3	21	24	22	27	18	25
Arpc4	47	54	57	57	47	46
Ttll3	8	15	17	16	18	14
Rpusd3	4	3	8	4	6	2
Cidec	0	0	0	0	0	0
Jagn1	13	13	14	21	12	16
Il17re	0	0	0	0	0	0
Il17rc	3	2	3	4	6	4
Creld1	40	54	57	49	57	54
Prrt3	32	21	45	34	46	28
Emc3	26	45	52	29	44	46
Fancd2	3	7	3	2	5	1
LOC108169161	0	0	0	0	0	0
Fancd2os	0	1	0	0	1	1
Brk1	44	51	62	37	63	61
Vhl	29	37	36	30	39	17
Irak2	1	4	9	7	18	8
Tatdn2	21	26	26	22	30	23
Mir7042	0	1	2	0	1	1
Ghrl	2	6	4	5	8	8
Sec13	18	24	15	27	23	28
Atp2b2	982	1247	1248	1093	1446	1058
Gm15083	1	10	6	6	8	17
Gm36023	0	0	0	0	0	0
Slc6a11	19	35	55	42	28	15
LOC108169162	0	0	0	0	0	0
Slc6a1	182	282	493	390	274	293
Gm38875	0	0	1	0	0	0
Hrh1	7	9	10	14	4	4
Atg7	16	15	26	17	16	13
Vgll4	9	12	16	18	9	13
Gm38876	1	2	4	2	3	6
Tamm41	5	6	7	11	8	8
Gm36190	0	0	0	0	0	0
Gm17733	1	2	1	2	0	0
Syn2	399	391	337	310	238	188
Timp4	11	14	37	25	25	32
Gm38877	0	0	0	0	0	0
Gm38878	0	0	0	0	0	0
Pparg	1	4	3	0	5	4
Gm36301	0	0	0	0	0	0
Gm36355	1	0	0	0	1	2
Tsen2	12	19	17	9	11	11
Mkrn2os	0	1	6	3	1	3
Mkrn2	20	30	33	28	38	35
Raf1	47	53	90	59	93	87
D830050J10Rik	9	7	12	7	8	7
Gm38879	0	0	0	0	0	0
Tmem40	0	0	0	0	0	1
Cand2	23	17	24	19	20	12
Mir7660	0	0	0	0	0	0
Rpl32	82	81	73	50	61	54
Snora7a	23	22	18	7	9	6
Efcab12	5	12	12	6	7	7
Mbd4	14	19	25	19	16	17
Ift122	27	37	39	21	14	21
Rho	1	1	0	1	0	2
H1foo	0	0	0	0	1	0
Plxnd1	24	28	32	29	103	74
Tmcc1	101	132	126	105	139	129
LOC108169163	15	10	20	12	31	43
Gm8203	12	8	8	7	4	14
9530062K07Rik	2	0	5	5	2	4
Fam21	59	66	90	83	59	83
Zfand4	5	11	10	11	13	12
March8	29	49	37	31	26	17
Alox5	0	1	3	1	0	1
Gm38880	0	0	0	0	0	0
Olfr211	0	0	0	0	0	0
Olfr212	0	0	0	0	0	0
Olfr213	0	0	0	0	0	0
Olfr214	0	0	0	0	0	0
Olfr215	0	0	0	0	0	0
Zfp422	19	25	15	23	25	15
Rassf4	2	1	5	6	2	1
Mir7043	1	0	0	0	0	0
8430408G22Rik	0	0	0	0	0	0
Tmem72	0	0	0	2	4	0
Gm36788	0	0	0	0	0	0
Gm36873	0	0	0	0	0	0
LOC102631679	0	0	0	0	0	0
Cxcl12	2	1	1	0	2	2
6820426E19Rik	0	0	0	0	0	0
Gm9946	0	0	0	0	0	0
1700030F04Rik	1	0	0	0	0	0
Zfp637	15	18	16	12	28	13
Zfp239	27	39	39	26	30	21
Gm38882	1	2	2	2	1	2
Gm38883	6	5	6	3	4	5
Hnrnpf	18	20	20	18	18	21
4933440N22Rik	7	5	2	5	7	7
Fxyd4	1	4	2	3	5	5
Gm38884	0	0	1	1	0	1
Rasgef1a	174	128	182	135	211	182
Mir7044	1	0	1	0	2	0
Csgalnact2	24	24	62	25	52	44
Ret	12	21	8	14	5	6
1700069P05Rik	0	0	0	0	0	0
Gm30557	0	0	0	0	0	0
Gm30498	0	0	0	0	0	0
Bms1	34	50	48	30	37	51
Zfp248	17	26	21	18	13	19
Gm38885	5	0	7	1	4	2
Zfp9	26	29	30	29	15	22
Ankrd26	55	61	64	55	44	46
Cacna1c	241	311	258	228	284	299
Gm38887	5	8	1	4	2	5
4931430N09Rik	2	6	9	7	15	18
LOC108169205	10	10	27	19	40	37
Dcp1b	19	14	30	17	22	19
Cacna2d4	1	1	3	3	3	0
Lrtm2	43	43	72	57	103	79
Adipor2	16	20	22	44	32	30
Wnt5b	0	0	0	0	0	0
Gm40397	1	0	1	0	3	1
Fbxl14	28	32	47	34	34	32
Gm30690	2	1	0	1	2	3
Erc1	112	116	116	99	109	104
3110021A11Rik	3	0	1	1	2	0
Rad52	24	33	52	36	36	35
Wnk1	191	247	341	243	337	376
Mir706	0	1	0	2	4	0
Ninj2	0	0	0	0	0	1
B4galnt3	0	0	1	2	0	0
Ccdc77	5	13	7	6	10	12
Kdm5a	105	174	190	138	191	180
Il17ra	1	2	4	4	4	8
Cecr6	32	35	57	35	51	42
Gm38888	1	0	5	3	6	1
Cecr5	15	21	24	29	39	32
1700072O05Rik	0	0	0	0	0	0
Cecr2	3	2	3	1	4	1
Slc25a18	9	4	13	11	6	9
Atp6v1e1	256	229	212	178	173	176
Gm38889	1	1	0	0	2	0
Bcl2l13	32	45	60	47	43	46
Bid	4	5	3	5	7	5
Mical3	189	246	227	195	225	250
Gm9878	22	24	23	24	38	32
Gm4651	0	4	5	2	3	5
Gm30842	0	0	0	0	0	0
Pex26	17	16	23	24	16	21
Gm38651	0	1	1	2	0	2
Tuba8	2	2	5	4	1	1
Usp18	1	0	0	1	0	2
Slc6a13	0	0	0	0	0	0
Slc6a12	0	1	0	0	0	0
Iqsec3	43	69	113	87	71	63
A2m	0	0	0	0	0	1
Mug1	0	0	0	0	0	0
Mug2	0	0	0	0	0	0
Gm10319	0	0	0	0	0	0
Mug-ps1	0	0	0	0	0	0
Klrg1	0	0	0	0	0	0
Gm6637	0	0	0	0	0	1
M6pr	94	97	100	84	67	65
Phc1	31	37	65	36	50	31
1700063H04Rik	0	0	0	0	0	0
Rimklb	34	46	77	61	31	33
Gm8430	1	5	8	3	4	3
Mfap5	0	0	0	0	0	0
Aicda	0	0	0	0	0	0
Apobec1	0	0	0	0	0	1
Gdf3	0	0	0	0	0	0
Dppa3	0	0	0	0	0	0
Nanog	0	0	0	0	0	0
Slc2a3	165	192	184	162	148	138
Foxj2	28	47	42	46	47	41
Mir7231	1	4	3	3	4	6
C3ar1	4	1	9	2	7	5
Necap1	128	156	124	123	94	77
Clec4a1	0	0	0	0	0	1
Clec4a3	0	0	0	0	1	1
Clec4a4	0	0	0	0	0	0
Clec4b1	0	0	0	0	0	0
Clec4a2	0	0	0	0	0	0
Clec4b2	0	0	0	0	0	0
Clec4n	0	0	0	0	0	0
Clec4d	0	0	0	0	0	0
Clec4e	0	0	0	0	0	0
Vmn2r19	0	0	0	0	0	0
Vmn2r20	0	0	0	0	0	0
Vmn2r21	0	0	0	0	0	0
Vmn2r22	0	0	0	0	0	0
Vmn2r23	0	0	0	0	0	0
Vmn2r24	0	0	0	0	0	0
Vmn2r25	0	0	0	0	0	0
Vmn2r26	0	0	0	0	0	0
Vmn2r27	0	0	0	0	0	1
Cd163	0	0	6	8	27	30
1700013D24Rik	0	0	0	0	0	0
1700027F06Rik	0	0	0	0	0	0
Pex5	24	23	28	19	13	17
LOC102634873	3	2	4	6	1	3
Clstn3	277	306	340	309	256	208
C1rl	0	0	0	0	0	0
C1ra	0	0	0	0	0	0
C1s1	0	0	0	0	0	0
C1rb	0	0	0	0	0	0
C1s2	0	0	0	0	1	0
Lpcat3	18	18	17	18	20	23
Emg1	16	16	22	17	29	12
Phb2	29	30	29	21	35	22
Mir141	0	0	0	0	0	0
Mir200c	0	0	0	0	0	0
Ptpn6	1	3	4	1	1	1
Grcc10	42	36	36	29	21	23
Rnu7	0	0	3	2	0	1
Atn1	123	141	177	148	96	109
Eno2	339	400	357	344	251	259
Lrrc23	3	2	1	0	1	1
Gm38895	0	0	0	0	0	0
Gm38894	0	0	0	0	0	0
Spsb2	0	0	0	3	4	1
Tpi1	155	182	154	130	118	119
Usp5	98	163	118	107	111	79
Cdca3	0	1	3	1	0	0
Gnb3	0	0	0	0	0	0
P3h3	5	5	8	10	11	10
Gm32404	0	0	2	1	1	2
Gpr162	48	50	79	42	51	45
LOC108169168	12	5	20	7	8	4
Cd4	4	7	19	19	62	73
Lag3	1	1	0	3	2	1
Ptms	215	193	207	185	157	189
A230083G16Rik	4	7	6	8	5	7
Gm38896	3	0	2	1	3	2
Mlf2	97	143	119	124	122	126
Cops7a	49	54	51	39	47	39
Gm40398	0	1	0	1	4	4
Pianp	104	126	132	96	82	90
Zfp384	31	24	34	26	34	42
4930557K07Rik	1	2	4	3	2	5
Ing4	10	16	9	17	16	15
Acrbp	2	4	9	7	6	9
Lpar5	0	2	1	0	1	0
Gm32616	4	0	1	0	0	0
Chd4	656	879	607	509	612	471
Mir7045	0	0	0	1	0	0
Nop2	17	22	25	14	9	9
Iffo1	9	19	35	26	31	18
Gapdh	358	452	401	401	335	352
Ncapd2	13	24	20	18	17	16
Scarna10	133	143	143	97	116	102
Mrpl51	23	23	25	9	15	17
Mir3098	0	1	0	0	0	0
Vamp1	21	20	25	32	8	20
Tapbpl	9	13	7	11	2	2
E130112N10Rik	0	1	1	0	0	1
Cd27	0	1	5	4	2	2
Mir8113	0	0	0	0	0	0
Gm24175	0	0	0	0	0	0
4930417O13Rik	0	1	1	4	0	0
Tuba3a	2	5	2	0	0	3
Ltbr	0	4	1	1	3	0
Scnn1a	0	0	2	1	2	1
Tnfrsf1a	0	0	1	1	2	5
Plekhg6	0	0	0	0	0	0
Gm32673	0	0	1	1	5	0
Cd9	0	1	8	3	12	9
Gm38549	0	0	0	0	0	0
Gm26728	0	0	0	0	0	0
Gm33144	0	0	0	0	0	0
Vwf	0	0	1	0	0	0
Ano2	16	45	16	31	30	36
Gm38898	0	0	0	0	0	0
Gm33202	0	0	0	0	0	0
Ntf3	2	0	0	1	0	0
Gm10415	0	0	0	0	0	0
Gm33276	0	0	0	1	0	0
Gm38899	0	4	0	0	0	1
Kcna5	28	35	44	44	21	29
Gm33320	1	5	5	7	10	11
Gm33449	10	26	23	28	38	59
Gm33496	3	8	9	7	15	18
Kcna1	261	388	517	411	490	435
Kcna6	61	63	74	67	52	49
Gm33581	2	1	1	2	3	2
LOC102636795	0	0	0	0	1	2
Ndufa9	32	34	42	32	26	22
1700018A23Rik	1	10	14	4	6	1
Akap3	0	0	0	0	0	0
Dyrk4	0	0	0	0	0	0
Rad51ap1	2	0	0	0	1	0
D6Wsu163e	42	56	43	52	52	40
Fgf6	0	0	0	0	0	0
Fgf23	2	0	1	3	4	0
Tigar	9	16	11	20	11	7
Ccnd2	34	28	38	24	125	151
9330179D12Rik	1	5	3	1	4	3
Gm38404	0	0	0	0	0	0
Parp11	32	18	24	20	25	22
Gm34148	0	0	0	0	0	1
Cracr2a	8	17	4	8	0	6
Prmt8	47	55	50	38	68	38
Gm38900	6	6	6	6	16	15
4921513H07Rik	2	4	4	1	4	2
Gm40402	5	10	21	10	22	21
Mir7233	0	0	0	0	0	0
Gm38902	0	2	1	0	3	2
LOC108169169	0	0	0	0	0	0
Gm40401	0	0	0	0	0	1
Gm38901	0	0	0	0	0	0
Tspan11	0	0	0	0	2	0
Gm38903	0	2	0	0	0	0
Tspan9	16	60	33	26	13	13
Gm34416	0	0	0	0	0	0
9330102E08Rik	7	5	17	11	13	14
Tead4	0	0	0	1	0	0
Tulp3	5	14	5	16	20	15
Rhno1	12	14	15	12	9	8
Foxm1	4	2	1	0	2	0
4933413G19Rik	0	1	0	1	0	1
Nrip2	24	29	21	14	8	5
Itfg2	26	33	28	16	18	16
Fkbp4	49	74	72	45	33	46
Gm10069	0	2	4	4	8	3
Pzp	1	0	4	9	4	2
BC048546	9	8	1	3	1	3
Klrb1a	0	0	0	0	0	0
Gm34617	0	0	0	0	0	0
Clec2j	0	0	0	0	0	0
Clec2h	0	0	0	0	0	0
Klrb1	0	0	0	0	0	0
Klrb1c	0	0	0	0	0	0
Gm34755	46	57	63	19	38	39
Klrb1b	0	0	0	0	0	0
BC035044	0	0	1	0	0	0
Gm34849	0	0	0	0	0	0
Clec2i	0	0	0	0	1	0
Gm38905	0	0	0	0	0	0
Clec2g	1	0	0	0	2	0
Gm15987	0	0	0	0	0	0
Mir7649	0	0	0	0	0	0
BC064078	0	0	1	1	0	2
Clec2f	2	0	1	1	2	3
Klrb1f	0	1	0	0	0	1
Clec2e	0	0	0	0	0	0
Klrb1-ps1	0	0	0	0	0	0
Clec2d	0	0	0	0	0	1
Gm38906	0	0	0	0	0	0
2310001H17Rik	0	0	0	0	0	0
Cd69	0	0	0	0	0	0
4922502D21Rik	0	0	0	0	0	0
Clec12a	2	1	6	4	15	4
Clec12b	0	0	0	1	2	0
Clec1b	0	0	0	0	0	0
Clec9a	0	0	0	0	0	1
Clec1a	1	0	1	0	1	1
LOC108167382	0	0	0	0	0	0
Clec7a	0	0	0	0	0	2
Olr1	0	0	1	0	0	0
Tmem52b	0	0	0	0	0	0
1700101I11Rik	35	33	39	36	28	32
Gabarapl1	214	286	214	243	242	200
Klre1	0	0	0	0	0	1
Klrd1	0	0	0	0	0	0
Klrk1	0	0	0	0	0	0
Klrc3	0	0	0	0	0	0
Klrc2	0	0	0	0	0	0
Klrc1	0	0	0	0	0	0
Mir680-1	0	0	0	0	0	0
Klri1	0	0	0	1	0	0
Klri2	0	0	0	0	0	0
Gm156	0	0	0	0	0	0
Klra17	0	0	0	0	0	0
Klra5	0	0	0	0	0	0
Gm40404	0	0	0	0	0	0
Gm15854	0	0	0	0	0	0
Klra6	0	0	0	0	0	0
Klra4	0	0	0	0	0	0
Klra8	0	0	0	0	0	0
Klra14-ps	0	0	0	0	0	0
Klra9	0	0	0	0	0	0
Klra7	0	0	0	0	0	0
Klra10	0	0	0	0	0	0
Klra13-ps	0	0	0	0	0	0
Klra3	0	0	0	0	0	0
Klra1	0	0	0	0	0	0
Gm6590	0	0	0	0	0	0
Klra2	0	2	0	0	0	0
Magohb	9	9	10	13	11	9
Styk1	0	1	2	1	0	3
Ybx3	10	14	18	7	18	13
LOC102638913	0	0	0	0	0	0
5430401F13Rik	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0
LOC100502592	0	0	0	0	0	0
Prb1	0	0	0	0	0	0
Prpmp5	0	0	0	0	0	0
Gm8882	0	0	0	0	0	0
Gm5154	0	0	0	0	0	0
Prh1	0	0	0	0	0	0
Prp2	0	0	0	0	0	0
A630073D07Rik	0	0	0	0	0	0
Tas2r120	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0
Tas2r102	0	0	0	0	0	0
Tas2r136	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0
Tas2r123	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0
Tas2r129	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0
Gm40405	0	0	0	0	0	0
Tas2r109	0	0	0	0	0	0
Tas2r103	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0
Gm35765	0	0	0	0	0	0
Smim10l1	202	146	211	151	147	136
5530400C23Rik	0	0	0	0	0	0
Gm5885	0	0	0	0	0	0
LOC108169200	0	0	0	0	0	0
Gm5886	0	0	0	0	0	0
Kap	0	0	0	0	0	0
LOC108169171	0	0	1	0	0	0
Etv6	11	10	8	15	21	24
LOC108169172	0	0	3	1	6	5
Gm38908	0	0	0	0	2	1
Gm17089	0	0	0	0	1	2
LOC102639979	0	1	2	3	6	2
Bcl2l14	0	0	1	0	0	0
Lrp6	124	148	185	144	207	181
Gm38910	1	2	4	0	2	0
Mansc1	3	8	5	1	11	6
Borcs5	9	12	12	14	11	12
Dusp16	6	8	8	6	14	13
Gm36328	0	0	0	0	0	0
LOC105242798	1	0	0	0	4	3
Crebl2	31	58	48	44	50	50
Gpr19	21	17	23	21	13	13
Gm40407	0	0	3	0	1	0
2810454H06Rik	2	1	3	2	1	1
Cdkn1b	18	28	34	33	23	29
Lockd	0	0	0	0	0	0
Apold1	2	3	1	1	0	2
Gm36428	0	0	0	0	0	0
Ddx47	32	48	38	26	31	31
Gprc5a	0	0	0	1	1	1
Gprc5d	0	0	0	0	0	0
Hebp1	4	6	1	5	14	2
Gm19434	0	2	0	1	1	1
Gm36533	0	0	0	0	0	1
Fam234b	154	184	148	117	148	128
Gsg1	0	0	2	2	1	0
Gm36640	0	0	1	0	0	0
Pbp2	0	0	0	0	0	0
Gm36582	0	0	0	0	0	0
Emp1	0	0	1	2	0	0
LOC108169173	0	1	0	0	0	0
4930425L21Rik	0	0	0	0	0	0
Gm38911	0	0	0	0	0	0
Grin2b	563	715	641	483	686	615
LOC105242800	14	20	14	13	21	10
Gm26653	10	17	14	17	14	23
Gm8994	0	0	0	0	0	0
E330021D16Rik	0	0	0	0	0	0
Gm36844	0	0	0	0	0	0
Gm36897	0	0	0	1	0	0
LOC108169174	0	0	0	0	1	0
Atf7ip	206	238	296	205	266	238
LOC108169175	2	0	4	2	5	1
Plbd1	0	1	1	2	1	3
Gm40409	0	0	0	0	0	0
Gucy2c	0	1	1	0	0	0
Gm40411	1	0	0	0	1	0
Hist4h4	10	11	13	9	10	5
H2afj	10	19	17	11	12	10
Wbp11	88	73	105	99	79	83
BC049715	4	5	2	12	2	6
Smco3	6	6	3	2	2	6
Art4	1	0	0	0	0	0
Mgp	1	1	1	0	0	0
Erp27	0	0	0	0	0	0
Arhgdib	4	1	10	5	15	19
Pde6h	0	0	0	0	0	1
Gm30055	2	1	3	0	1	0
Rerg	45	51	20	23	27	38
Gm38914	11	19	12	11	27	30
Ptpro	131	168	180	138	98	91
Eps8	56	86	29	35	16	14
Gm38915	0	0	0	0	0	0
Strap	90	101	82	93	85	73
Dera	3	8	3	0	1	2
Gm38552	0	0	1	0	0	0
Slc15a5	0	0	0	0	0	0
Mgst1	2	4	1	0	9	6
Gm30213	0	0	0	0	3	0
Lmo3	201	294	193	146	343	277
A830011K09Rik	6	8	6	1	3	8
Gm30332	0	0	0	0	0	0
B230110G15Rik	0	0	2	1	2	2
Igbp1b	1	1	2	2	0	1
Gm30583	1	1	0	1	0	0
4922502N22Rik	0	0	0	0	0	0
Rergl	0	0	0	0	0	0
4930404I20Rik	0	0	0	0	0	0
Pik3c2g	1	0	1	0	2	0
Gm29930	0	0	0	0	0	0
Plcz1	1	0	1	6	0	0
Capza3	0	0	0	0	0	0
LOC108167359	1	0	0	0	0	0
Gm30056	0	0	0	0	0	0
Gm38917	0	0	0	0	0	0
Plekha5	173	185	297	234	465	397
Aebp2	101	131	157	129	153	160
Gm38918	0	5	2	3	0	0
Gm30215	0	0	0	0	0	0
Gm30524	0	0	0	0	0	0
Gm28523	0	2	2	1	1	2
Pde3a	2	4	15	4	13	17
Gm10400	0	0	1	0	0	0
Slco1c1	3	3	9	4	7	9
Slco1b2	0	0	0	0	0	0
Gm5724	0	0	0	0	0	0
Slco1a4	1	0	0	0	5	1
Gm30784	0	0	0	0	0	0
Gm30843	0	0	0	0	0	0
Slco1a1	0	0	0	0	0	0
Gm6614	0	0	0	0	0	0
Slco1a6	0	0	0	0	0	0
Slco1a5	0	0	0	1	0	0
Iapp	0	0	0	0	0	0
Pyroxd1	34	30	50	30	25	34
Recql	38	39	52	34	38	46
Golt1b	55	52	59	55	70	59
Spx	4	3	3	5	6	6
Gys2	0	0	0	0	0	0
Ldhb	127	130	184	165	198	165
Gm38919	0	0	0	0	0	0
LOC108169176	0	0	0	1	0	0
Gm38920	0	0	0	0	0	0
Kcnj8	0	0	0	0	0	0
Abcc9	0	0	0	1	1	2
5330439B14Rik	0	0	0	0	0	0
Cmas	72	68	66	43	61	38
LOC108169177	12	16	16	7	22	14
LOC108169178	0	1	0	0	1	0
Sult6b2	0	1	0	0	2	0
Gm7457	2	5	5	6	1	5
St8sia1	35	54	85	72	54	46
C2cd5	113	145	273	179	356	341
Gm31169	0	0	0	0	0	1
Gm38921	0	0	0	0	0	0
Etnk1	390	491	615	395	640	573
1700126G02Rik	5	7	6	4	4	13
4930407I02Rik	0	0	0	1	1	0
D6Ertd474e	0	0	0	0	0	0
Gm31427	0	0	0	0	0	0
Gm38923	0	0	0	0	0	0
